Date,Open,High,Low,Close,Adj Close,Volume
2013-05-24,8144.870117,8144.870117,8144.870117,8144.870117,8144.870117,0
2013-05-25,8144.870117,8622.490234,8144.870117,8622.490234,8622.490234,45897
2013-05-26,8622.490234,8622.490234,8622.490234,8622.490234,8622.490234,0
2013-05-27,5997.779785,6765.750000,5997.779785,6765.750000,6765.750000,33828
2013-05-28,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-05-29,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-05-30,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-05-31,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-01,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-02,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-03,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-04,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-05,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-06,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-07,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-08,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-09,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-10,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-11,6765.750000,6765.750000,6765.750000,6765.750000,6765.750000,0
2013-06-12,8622.490234,8622.490234,7484.209961,7484.209961,7484.209961,14967
2013-06-13,7484.209961,7484.209961,7083.319824,7083.319824,7083.319824,1000
2013-06-14,7083.319824,7083.319824,7083.319824,7083.319824,7083.319824,0
2013-06-15,7083.319824,7083.319824,6973.759766,6973.759766,6973.759766,6973
2013-06-16,6973.759766,6973.759766,6897.299805,6897.299805,6897.299805,27500
2013-06-17,6897.299805,7209.899902,6897.299805,7209.899902,7209.899902,1031
2013-06-18,7209.899902,7209.899902,7209.899902,7209.899902,7209.899902,0
2013-06-19,7209.899902,7209.899902,7209.899902,7209.899902,7209.899902,0
2013-06-20,7209.899902,7209.899902,7209.899902,7209.899902,7209.899902,0
2013-06-21,6765.750000,6765.750000,5800.759766,5800.759766,5800.759766,17384
2013-06-22,5800.759766,5800.759766,5800.759766,5800.759766,5800.759766,0
2013-06-23,5800.759766,5800.759766,5800.759766,5800.759766,5800.759766,0
2013-06-24,5800.759766,5800.759766,5763.750000,5763.750000,5763.750000,5763
2013-06-25,5763.750000,5763.750000,5763.750000,5763.750000,5763.750000,0
2013-06-26,5763.750000,5763.750000,5763.750000,5763.750000,5763.750000,0
2013-06-27,5763.750000,5763.750000,5763.750000,5763.750000,5763.750000,0
2013-06-28,5763.750000,5763.750000,5763.750000,5763.750000,5763.750000,0
2013-06-29,5763.750000,5763.750000,5763.750000,5763.750000,5763.750000,0
2013-06-30,5763.750000,5763.750000,5763.750000,5763.750000,5763.750000,0
2013-07-01,7209.899902,7209.899902,6260.450195,6260.450195,6260.450195,9000
2013-07-02,6260.450195,6260.450195,6260.450195,6260.450195,6260.450195,0
2013-07-03,6260.450195,6260.450195,6260.450195,6260.450195,6260.450195,0
2013-07-04,6260.450195,6260.450195,6260.450195,6260.450195,6260.450195,0
2013-07-05,6260.450195,6260.450195,6260.450195,6260.450195,6260.450195,0
2013-07-06,6260.450195,6260.450195,4970.180176,4970.180176,4970.180176,1199
2013-07-07,4970.180176,4970.180176,4915.250000,4915.250000,4915.250000,4914
2013-07-08,4915.250000,4915.250000,4915.250000,4915.250000,4915.250000,0
2013-07-09,4915.250000,5503.399902,4915.250000,5503.399902,5503.399902,1500
2013-07-10,5503.399902,5503.399902,5503.399902,5503.399902,5503.399902,0
2013-07-11,5503.399902,6582.160156,5503.399902,6582.160156,6582.160156,6582
2013-07-12,6582.160156,6582.160156,6582.160156,6582.160156,6582.160156,0
2013-07-13,6582.160156,6771.100098,6582.160156,6771.100098,6771.100098,6771
2013-07-14,6771.100098,6771.100098,6771.100098,6771.100098,6771.100098,0
2013-07-15,6771.100098,6928.479980,6771.100098,6928.479980,6928.479980,12000
2013-07-16,5763.750000,5813.220215,4617.419922,5813.220215,5813.220215,10974
2013-07-17,5813.220215,5813.220215,5813.220215,5813.220215,5813.220215,0
2013-07-18,6928.479980,6928.479980,6345.850098,6345.850098,6345.850098,6300
2013-07-19,6345.850098,6345.850098,6345.850098,6345.850098,6345.850098,0
2013-07-20,6345.850098,6345.850098,6345.850098,6345.850098,6345.850098,0
2013-07-21,6345.850098,6345.850098,6345.850098,6345.850098,6345.850098,0
2013-07-22,6345.850098,6533.290039,6345.850098,6533.290039,6533.290039,499
2013-07-23,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-07-24,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-07-25,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-07-26,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-07-27,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-07-28,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-07-29,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-07-30,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-07-31,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-08-01,6533.290039,6533.290039,6533.290039,6533.290039,6533.290039,0
2013-08-02,5813.220215,6960.029785,5813.220215,6960.029785,6960.029785,2000
2013-08-03,6960.029785,6960.029785,6960.029785,6960.029785,6960.029785,0
2013-08-04,6960.029785,6960.029785,6960.029785,6960.029785,6960.029785,0
2013-08-05,6960.029785,6960.450195,5817.029785,6960.450195,6960.450195,14489
2013-08-06,5817.029785,5919.729980,5817.029785,5919.729980,5919.729980,9471
2013-08-07,5919.729980,5919.729980,5919.729980,5919.729980,5919.729980,0
2013-08-08,5919.729980,5919.729980,5919.729980,5919.729980,5919.729980,0
2013-08-09,5919.729980,5919.729980,5919.729980,5919.729980,5919.729980,0
2013-08-10,5919.729980,5919.729980,5919.729980,5919.729980,5919.729980,0
2013-08-11,5919.729980,6578.049805,5919.729980,6578.049805,6578.049805,999
2013-08-12,6578.049805,6578.049805,5774.810059,5774.810059,5774.810059,5774
2013-08-13,5774.810059,5774.810059,5774.810059,5774.810059,5774.810059,0
2013-08-14,5774.810059,5774.810059,5774.810059,5774.810059,5774.810059,0
2013-08-15,5774.810059,7092.729980,5774.810059,7092.729980,7092.729980,8433
2013-08-16,7092.729980,7402.200195,6828.069824,6828.069824,6828.069824,5414
2013-08-17,6828.069824,6828.069824,6828.069824,6828.069824,6828.069824,0
2013-08-18,6828.069824,6828.069824,6194.490234,6194.490234,6194.490234,12388
2013-08-19,6194.490234,6785.310059,6194.490234,6785.310059,6785.310059,1492
2013-08-20,6785.310059,6785.310059,6785.310059,6785.310059,6785.310059,0
2013-08-21,6785.310059,6785.310059,6785.310059,6785.310059,6785.310059,0
2013-08-22,6785.310059,6785.310059,6542.680176,6542.680176,6542.680176,372932
2013-08-23,6542.680176,7770.500000,6542.680176,7595.069824,7595.069824,799
2013-08-24,7595.069824,7595.069824,7595.069824,7595.069824,7595.069824,0
2013-08-25,7595.069824,7595.069824,7595.069824,7595.069824,7595.069824,0
2013-08-26,7595.069824,7595.069824,7595.069824,7595.069824,7595.069824,0
2013-08-27,7595.069824,7595.069824,7595.069824,7595.069824,7595.069824,0
2013-08-28,7595.069824,7595.069824,7595.069824,7595.069824,7595.069824,0
2013-08-29,7595.069824,8655.089844,7595.069824,8655.089844,8655.089844,24131
2013-08-30,8655.089844,8655.089844,8655.089844,8655.089844,8655.089844,0
2013-08-31,8655.089844,8655.089844,8655.089844,8655.089844,8655.089844,0
2013-09-01,8655.089844,8655.089844,7740.529785,7740.529785,7740.529785,21048
2013-09-02,7740.529785,7740.529785,7740.529785,7740.529785,7740.529785,0
2013-09-03,7740.529785,7740.529785,7740.529785,7740.529785,7740.529785,0
2013-09-04,7740.529785,8950.019531,7740.529785,8950.019531,8950.019531,179
2013-09-05,8950.019531,9000.809570,8950.019531,9000.809570,9000.809570,50000
2013-09-06,9000.809570,9000.809570,9000.809570,9000.809570,9000.809570,0
2013-09-07,9000.809570,9000.809570,9000.809570,9000.809570,9000.809570,0
2013-09-08,9000.809570,9000.809570,9000.809570,9000.809570,9000.809570,0
2013-09-09,9000.809570,9000.809570,8894.809570,8894.809570,8894.809570,8894
2013-09-10,8894.809570,8894.809570,8755.700195,8755.700195,8755.700195,9262
2013-09-11,8755.700195,8894.950195,8755.700195,8894.950195,8894.950195,8894
2013-09-12,8894.950195,8894.950195,8894.950195,8894.950195,8894.950195,0
2013-09-13,8894.950195,8894.950195,8894.950195,8894.950195,8894.950195,0
2013-09-14,8894.950195,8894.950195,8894.950195,8894.950195,8894.950195,0
2013-09-15,8894.950195,8894.950195,8894.950195,8894.950195,8894.950195,0
2013-09-16,8894.950195,8894.950195,8894.950195,8894.950195,8894.950195,0
2013-09-17,8894.950195,8894.950195,8894.950195,8894.950195,8894.950195,0
2013-09-18,8894.950195,8894.950195,8716.320313,8831.990234,8831.990234,22247
2013-09-19,8831.990234,8831.990234,7196.290039,7196.290039,7196.290039,10013
2013-09-20,7196.290039,8854.530273,7196.290039,8854.530273,8854.530273,799
2013-09-21,8854.530273,8854.530273,8826.790039,8854.089844,8854.089844,1299
2013-09-22,8854.089844,8854.089844,8854.089844,8854.089844,8854.089844,0
2013-09-23,8854.089844,8854.089844,7199.379883,7199.379883,7199.379883,20184
2013-09-24,7199.379883,8595.559570,7199.379883,8595.559570,8595.559570,8595
2013-09-25,8595.559570,8595.559570,7228.060059,7228.060059,7228.060059,7228
2013-09-26,7228.060059,7228.060059,7228.060059,7228.060059,7228.060059,0
2013-09-27,7228.060059,8678.549805,7228.060059,8678.549805,8678.549805,6000
2013-09-28,8678.549805,8678.549805,8678.549805,8678.549805,8678.549805,0
2013-09-29,8678.549805,8678.549805,8678.549805,8678.549805,8678.549805,0
2013-09-30,8678.549805,8678.549805,8678.549805,8678.549805,8678.549805,0
2013-10-01,8678.549805,8678.549805,8678.549805,8678.549805,8678.549805,0
2013-10-02,8678.549805,8678.549805,8678.549805,8678.549805,8678.549805,0
2013-10-03,8678.549805,8678.549805,8463.700195,8568.400391,8568.400391,11302
2013-10-04,8568.400391,8568.400391,8090.180176,8226.889648,8226.889648,10090
2013-10-05,8226.889648,8226.889648,8226.889648,8226.889648,8226.889648,0
2013-10-06,8226.889648,8711.769531,7097.370117,8711.769531,8711.769531,32038
2013-10-07,8711.769531,8801.280273,7100.419922,7100.419922,7100.419922,39901
2013-10-08,7100.419922,8817.769531,7100.419922,7186.600098,7186.600098,62158
2013-10-09,7186.600098,7186.600098,7186.600098,7186.600098,7186.600098,0
2013-10-10,7186.600098,7186.600098,7150.859863,7150.859863,7150.859863,35754
2013-10-11,7150.859863,7150.859863,7150.859863,7150.859863,7150.859863,0
2013-10-12,7150.859863,7150.859863,7150.859863,7150.859863,7150.859863,0
2013-10-13,7150.859863,9394.969727,7150.859863,7579.930176,7579.930176,32487
2013-10-14,7579.930176,7579.930176,7579.930176,7579.930176,7579.930176,0
2013-10-15,7579.930176,7579.930176,7579.930176,7579.930176,7579.930176,0
2013-10-16,7579.930176,7579.930176,7579.930176,7579.930176,7579.930176,0
2013-10-17,7579.930176,10473.679688,7517.029785,10473.679688,10473.679688,14872
2013-10-18,10473.679688,10473.679688,9653.209961,9653.209961,9653.209961,5000
2013-10-19,9653.209961,9653.209961,8634.580078,8634.580078,8634.580078,12190
2013-10-20,8634.580078,8634.580078,8634.580078,8634.580078,8634.580078,0
2013-10-21,8634.580078,12764.940430,8634.580078,12764.940430,12764.940430,22303
2013-10-22,12764.940430,12764.940430,12472.769531,12472.769531,12472.769531,1000
2013-10-23,12472.769531,12926.950195,8148.419922,12926.950195,12926.950195,52446
2013-10-24,12926.950195,12926.950195,12926.950195,12926.950195,12926.950195,0
2013-10-25,12926.950195,12926.950195,12926.950195,12926.950195,12926.950195,0
2013-10-26,12926.950195,12926.950195,12926.950195,12926.950195,12926.950195,0
2013-10-28,12926.950195,13064.950195,8659.709961,12408.459961,12408.459961,40643
2013-10-29,12408.459961,12408.459961,10251.469727,10251.469727,10251.469727,4408
2013-10-30,10251.469727,10251.469727,10251.469727,10251.469727,10251.469727,0
2013-10-31,10251.469727,12556.570313,10251.469727,12500.379883,12500.379883,12656
2013-11-01,12500.379883,13011.200195,10711.030273,10711.030273,10711.030273,14277
2013-11-02,10711.030273,10711.030273,10711.030273,10711.030273,10711.030273,0
2013-11-03,10711.030273,10711.030273,10711.030273,10711.030273,10711.030273,0
2013-11-04,10711.030273,14057.870117,10711.030273,14057.870117,14057.870117,700
2013-11-05,14057.870117,15198.320313,11615.709961,14801.389648,14801.389648,41830
2013-11-06,14801.389648,16652.650391,14801.389648,16393.039063,16393.039063,11238
2013-11-07,16393.039063,18906.599609,15580.389648,18085.320313,18085.320313,244856
2013-11-08,18085.320313,21905.130859,18085.320313,21905.130859,21905.130859,96181
2013-11-09,21905.130859,24638.730469,17243.320313,21014.550781,21014.550781,121669
2013-11-10,21014.550781,21014.550781,21014.550781,21014.550781,21014.550781,0
2013-11-11,21014.550781,24474.380859,21014.550781,24474.380859,24474.380859,2498
2013-11-12,24474.380859,25982.480469,21222.960938,24212.460938,24212.460938,60227
2013-11-13,24212.460938,25008.699219,24212.460938,25008.699219,25008.699219,26999
2013-11-14,25008.699219,29197.390625,24168.109375,28436.539063,28436.539063,359941
2013-11-15,28436.539063,29606.740234,28436.539063,29606.740234,29606.740234,18926
2013-11-16,29606.740234,31070.080078,29606.740234,31070.080078,31070.080078,15999
2013-11-17,31070.080078,31070.080078,31070.080078,31070.080078,31070.080078,0
2013-11-18,31070.080078,39870.519531,30306.929688,31924.000000,31924.000000,179862
2013-11-19,31924.000000,54681.718750,31924.000000,35538.421875,35538.421875,282515
2013-11-20,35538.421875,54061.070313,34072.410156,36408.480469,36408.480469,49921
2013-11-21,36408.480469,55706.921875,36408.480469,46093.890625,46093.890625,61236
2013-11-22,46093.890625,59241.980469,42121.691406,47358.058594,47358.058594,102238
2013-11-23,47358.058594,61533.011719,47358.058594,57308.890625,57308.890625,272936
2013-11-24,57308.890625,57308.890625,54689.691406,54689.691406,54689.691406,24998
2013-11-25,54689.691406,58926.890625,54689.691406,58790.441406,58790.441406,142804
2013-11-26,58790.441406,59907.308594,48402.000000,59907.308594,59907.308594,100158
2013-11-27,59907.308594,65746.351563,48053.910156,63769.078125,63769.078125,256244
2013-11-28,63769.078125,79247.578125,55650.308594,76567.929688,76567.929688,733229
2013-11-29,76567.929688,84030.289063,64961.289063,64961.289063,64961.289063,162135
2013-11-30,64961.289063,89103.218750,60634.828125,85282.156250,85282.156250,240583
2013-12-01,85282.156250,86851.773438,79803.148438,79809.398438,79809.398438,67746
2013-12-02,79809.398438,79809.398438,59216.269531,78152.203125,78152.203125,223724
2013-12-03,78152.203125,78152.203125,61229.960938,74792.609375,74792.609375,543093
2013-12-04,74792.609375,77923.312500,62380.910156,77923.312500,77923.312500,355643
2013-12-05,77923.312500,79553.328125,54233.898438,66724.468750,66724.468750,212556
2013-12-06,66724.468750,69589.570313,61445.308594,63987.070313,63987.070313,74056
2013-12-07,63987.070313,63987.070313,41000.000000,61254.988281,61254.988281,54457
2013-12-08,61254.988281,61254.988281,50642.949219,54715.011719,54715.011719,24207
2013-12-09,54715.011719,64466.308594,33464.718750,51483.980469,51483.980469,808899
2013-12-10,51483.980469,68004.273438,51483.980469,55295.550781,55295.550781,318103
2013-12-11,55295.550781,66165.218750,53194.539063,60665.500000,60665.500000,54244
2013-12-12,60665.500000,67555.000000,52372.859375,57934.101563,57934.101563,310910
2013-12-13,57934.101563,64938.449219,57934.101563,64938.449219,64938.449219,2502
2013-12-14,64938.449219,64938.449219,54000.000000,54000.000000,54000.000000,260316
2013-12-15,54000.000000,59138.289063,50858.058594,56766.730469,56766.730469,279066
2013-12-16,56766.730469,60766.320313,50371.710938,56465.718750,56465.718750,127393
2013-12-17,56465.718750,66707.726563,44915.820313,66707.726563,66707.726563,33221
2013-12-18,66707.726563,66707.726563,31921.949219,37105.148438,37105.148438,173837
2013-12-19,37105.148438,46276.820313,37105.148438,45000.000000,45000.000000,19997
2013-12-20,45000.000000,55405.250000,39470.230469,39470.230469,39470.230469,61160
2013-12-21,39470.230469,50561.761719,39470.230469,50561.761719,50561.761719,25280
2013-12-22,50561.761719,50561.761719,50561.761719,50561.761719,50561.761719,0
2013-12-23,50561.761719,50561.761719,45225.398438,46282.210938,46282.210938,22000
2013-12-24,46282.210938,55000.000000,46282.210938,55000.000000,55000.000000,57900
2013-12-25,55000.000000,55000.000000,40364.898438,40364.898438,40364.898438,10333
2013-12-26,40364.898438,52821.011719,40364.898438,52821.011719,52821.011719,63318
2013-12-27,52821.011719,52821.011719,42910.601563,49241.621094,49241.621094,87112
2013-12-28,49241.621094,49266.539063,42567.648438,44067.691406,44067.691406,115447
2013-12-29,44067.691406,48999.000000,44067.691406,48999.000000,48999.000000,10000
2013-12-30,48999.000000,48999.000000,42336.019531,44990.000000,44990.000000,50566
2013-12-31,44990.000000,49250.679688,43167.648438,48954.011719,48954.011719,183777
2014-01-01,48954.011719,49613.410156,44990.000000,48999.000000,48999.000000,102021
2014-01-02,48999.000000,48999.000000,45640.050781,48999.000000,48999.000000,54118
2014-01-03,48999.000000,53000.000000,44882.921875,51000.000000,51000.000000,150031
2014-01-04,51000.000000,54051.359375,44514.460938,53202.789063,53202.789063,928293
2014-01-05,53202.789063,59144.089844,52490.078125,59144.089844,59144.089844,177892
2014-01-06,59144.089844,73762.343750,52742.308594,58421.550781,58421.550781,345068
2014-01-07,58421.550781,67670.687500,48739.851563,48739.851563,48739.851563,288239
2014-01-08,48739.851563,77565.789063,48051.500000,48051.500000,48051.500000,93577
2014-01-09,48051.500000,59915.640625,47391.589844,59915.640625,59915.640625,176254
2014-01-10,59915.640625,59915.640625,49941.738281,56714.828125,56714.828125,303185
2014-01-11,56714.828125,60760.351563,52229.941406,57869.730469,57869.730469,75582
2014-01-12,57869.730469,57869.730469,52774.660156,57004.320313,57004.320313,274164
2014-01-13,57004.320313,70157.570313,52500.000000,52500.000000,52500.000000,29604
2014-01-14,52500.000000,56325.308594,49096.621094,49361.238281,49361.238281,241722
2014-01-15,49361.238281,57994.210938,49047.750000,51000.000000,51000.000000,459935
2014-01-16,51000.000000,74157.570313,49820.710938,74157.570313,74157.570313,161010
2014-01-17,74157.570313,74157.570313,47460.441406,54014.480469,54014.480469,42637
2014-01-18,54014.480469,57826.660156,50624.468750,50690.468750,50690.468750,58901
2014-01-19,50690.468750,54342.210938,50462.550781,54342.210938,54342.210938,17610
2014-01-20,54342.210938,55547.488281,49185.050781,49185.050781,49185.050781,501619
2014-01-21,49185.050781,58800.179688,48380.238281,54999.000000,54999.000000,283385
2014-01-22,54999.000000,56033.968750,47182.429688,49271.921875,49271.921875,475856
2014-01-23,49271.921875,54999.000000,47765.121094,48386.328125,48386.328125,852879
2014-01-24,48386.328125,55035.140625,46879.031250,54328.468750,54328.468750,108301
2014-01-25,54328.468750,54328.468750,49799.128906,50100.718750,50100.718750,124130
2014-01-26,50100.718750,55160.171875,47939.550781,47939.550781,47939.550781,20383
2014-01-27,47939.550781,56104.269531,47939.550781,52060.140625,52060.140625,335482
2014-01-28,52060.140625,54454.000000,45389.398438,50290.410156,50290.410156,311054
2014-01-29,50290.410156,53803.851563,46097.050781,53803.851563,53803.851563,112858
2014-01-30,53803.851563,54014.750000,47189.960938,51353.960938,51353.960938,258163
2014-01-31,51353.960938,53370.359375,47240.570313,53332.070313,53332.070313,268093
2014-02-01,53332.070313,53332.070313,48511.101563,53138.480469,53138.480469,206490
2014-02-02,53138.480469,53138.480469,48095.628906,52781.039063,52781.039063,153414
2014-02-03,52781.039063,53121.289063,46815.000000,53091.519531,53091.519531,275033
2014-02-04,53091.519531,53091.519531,46687.378906,46687.378906,46687.378906,152709
2014-02-05,46687.378906,52789.558594,46687.378906,52783.570313,52783.570313,323668
2014-02-06,52783.570313,52950.000000,45764.410156,50780.050781,50780.050781,144233
2014-02-07,50780.050781,50780.050781,39447.320313,49339.898438,49339.898438,254162
2014-02-08,49339.898438,52950.000000,42503.871094,43762.730469,43762.730469,240361
2014-02-09,43762.730469,49779.058594,42229.558594,49779.058594,49779.058594,29068
2014-02-10,49779.058594,54454.000000,36847.050781,52950.000000,52950.000000,189373
2014-02-11,52950.000000,52950.000000,40230.011719,46233.339844,46233.339844,277143
2014-02-12,46233.339844,54454.000000,36994.011719,47770.191406,47770.191406,81252
2014-02-13,47770.191406,47770.191406,37395.410156,43955.871094,43955.871094,106720
2014-02-14,43955.871094,52950.000000,32914.179688,45876.898438,45876.898438,433404
2014-02-15,45876.898438,47042.890625,37188.250000,42967.558594,42967.558594,133102
2014-02-16,42967.558594,43540.878906,41093.621094,41093.621094,41093.621094,80095
2014-02-17,41093.621094,52950.000000,35879.070313,35879.070313,35879.070313,104501
2014-02-18,35879.070313,47168.089844,35879.070313,47168.089844,47168.089844,239095
2014-02-19,47168.089844,52950.000000,35799.488281,42727.910156,42727.910156,122292
2014-02-20,42727.910156,42868.371094,34466.890625,39890.648438,39890.648438,274735
2014-02-21,39890.648438,41672.761719,32708.580078,41672.761719,41672.761719,187778
2014-02-22,41672.761719,41672.761719,32538.160156,32538.160156,32538.160156,67126
2014-02-23,32538.160156,45174.738281,32538.160156,44794.828125,44794.828125,68539
2014-02-24,44794.828125,47970.000000,33375.429688,41523.550781,41523.550781,109945
2014-02-25,41523.550781,41523.550781,33069.601563,35204.621094,35204.621094,67742
2014-02-26,35204.621094,41779.640625,33046.089844,41779.640625,41779.640625,238066
2014-02-27,41779.640625,41779.640625,34148.031250,35764.031250,35764.031250,159324
2014-02-28,35764.031250,40983.480469,34242.679688,37418.578125,37418.578125,144182
2014-03-01,37418.578125,38022.488281,33000.000000,38022.488281,38022.488281,27397
2014-03-02,38022.488281,39964.441406,32824.898438,37391.621094,37391.621094,85317
2014-03-03,37391.621094,41290.988281,33566.089844,39743.941406,39743.941406,231176
2014-03-04,39743.941406,50113.660156,34080.371094,39905.031250,39905.031250,619292
2014-03-05,39905.031250,47205.558594,37911.820313,46635.578125,46635.578125,393642
2014-03-06,46635.578125,47247.750000,38092.050781,44991.851563,44991.851563,145006
